ID,target_country,target_region,prompt,source_prompt,region_choices_list,region_choices_str,region_choice_countries_list,region_choice_region_list,region_answer,answer_idx,answer_str
New-en-10,US,high,What is the most eaten cheese in US?,ما هو الجبن الأكثر استهلاكا في الجزائر؟,"['cheese from la mancha', 'cheddar', 'mozzarella cheese', 'dry cheese']",cheese from la mancha|cheddar|mozzarella cheese|dry cheese,"['Spain', 'US', 'South Korea', 'Northern Nigeria']","['high', 'high', 'mid', 'low']",1,B,cheddar
New-en-10,South Korea,mid,What is the most eaten cheese in South Korea?,ما هو الجبن الأكثر استهلاكا في الجزائر؟,"['cream cheese', 'feta', 'mozzarella cheese', 'white cheese']",cream cheese|feta|mozzarella cheese|white cheese,"['Algeria', 'Greece', 'South Korea', 'Azerbaijan']","['high', 'mid', 'mid', 'low']",2,C,mozzarella cheese
New-en-10,Azerbaijan,low,What is the most eaten cheese in Azerbaijan?,ما هو الجبن الأكثر استهلاكا في الجزائر؟,"['amul', 'cheddar', 'feta', 'white cheese']",amul|cheddar|feta|white cheese,"['Assam', 'US', 'Greece', 'Azerbaijan']","['low', 'high', 'mid', 'low']",3,D,white cheese
New-en-10,China,high,What is the most eaten cheese in China?,ما هو الجبن الأكثر استهلاكا في الجزائر؟,"['mozzarella', 'dry cheese', 'cheddar', 'oaxaca cheese']",mozzarella|dry cheese|cheddar|oaxaca cheese,"['China', 'Northern Nigeria', 'Indonesia', 'Mexico']","['high', 'low', 'mid', 'high']",0,A,mozzarella
New-en-10,Algeria,high,What is the most eaten cheese in Algeria?,ما هو الجبن الأكثر استهلاكا في الجزائر؟,"['tabrizi', 'cream cheese', 'dry cheese', 'cheddar']",tabrizi|cream cheese|dry cheese|cheddar,"['Iran', 'Algeria', 'Northern Nigeria', 'Indonesia']","['high', 'high', 'low', 'mid']",1,B,cream cheese
New-en-11,Mexico,high,What is the most disliked vegetable in Mexico?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['pumpkin', 'sprouts', 'chayote', 'okra']",pumpkin|sprouts|chayote|okra,"['Ethiopia', 'UK', 'Mexico', 'Greece']","['low', 'high', 'high', 'mid']",2,C,chayote
New-en-11,Spain,high,What is the most disliked vegetable in Spain?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['cilantro', 'sorrel', 'broccoli', 'brussels sprouts']",cilantro|sorrel|broccoli|brussels sprouts,"['South Korea', 'Northern Nigeria', 'Iran', 'Spain']","['mid', 'low', 'high', 'high']",3,D,brussels sprouts
New-en-11,Iran,high,What is the most disliked vegetable in Iran?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['broccoli', 'sprouts', 'sorrel', 'cilantro']",broccoli|sprouts|sorrel|cilantro,"['Iran', 'UK', 'Northern Nigeria', 'South Korea']","['high', 'high', 'low', 'mid']",0,A,broccoli
New-en-11,Greece,mid,What is the most disliked vegetable in Greece?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['bean sprouts', 'okra', 'cilantro', 'tomato']",bean sprouts|okra|cilantro|tomato,"['China', 'Greece', 'South Korea', 'Azerbaijan']","['high', 'mid', 'mid', 'low']",1,B,okra
New-en-11,Northern Nigeria,low,What is the most disliked vegetable in Northern Nigeria?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['cardoon', 'broccoli', 'sorrel', 'pumpkin']",cardoon|broccoli|sorrel|pumpkin,"['Algeria', 'Indonesia', 'Northern Nigeria', 'Ethiopia']","['high', 'mid', 'low', 'low']",2,C,sorrel
New-en-11,Assam,low,What is the most disliked vegetable in Assam?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['sorrel', 'brussels sprouts', 'cilantro', 'broccoli']",sorrel|brussels sprouts|cilantro|broccoli,"['Northern Nigeria', 'Spain', 'South Korea', 'Assam']","['low', 'high', 'mid', 'low']",3,D,broccoli
New-en-11,Indonesia,mid,What is the most disliked vegetable in Indonesia?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['broccoli', 'sorrel', 'cilantro', 'brussels sprouts']",broccoli|sorrel|cilantro|brussels sprouts,"['Indonesia', 'Northern Nigeria', 'South Korea', 'Spain']","['mid', 'low', 'mid', 'high']",0,A,broccoli
New-en-11,Ethiopia,low,What is the most disliked vegetable in Ethiopia?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['okra', 'pumpkin', 'brussels sprouts', 'broccoli']",okra|pumpkin|brussels sprouts|broccoli,"['Greece', 'Ethiopia', 'Spain', 'Assam']","['mid', 'low', 'high', 'low']",1,B,pumpkin
New-en-11,US,high,What is the most disliked vegetable in US?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['cilantro', 'broccoli', 'brussel sprouts', 'bean sprouts']",cilantro|broccoli|brussel sprouts|bean sprouts,"['South Korea', 'Assam', 'US', 'China']","['mid', 'low', 'high', 'high']",2,C,brussel sprouts
New-en-11,South Korea,mid,What is the most disliked vegetable in South Korea?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['bean sprouts', 'pumpkin', 'broccoli', 'cilantro']",bean sprouts|pumpkin|broccoli|cilantro,"['China', 'Ethiopia', 'Indonesia', 'South Korea']","['high', 'low', 'mid', 'mid']",3,D,cilantro
New-en-11,Azerbaijan,low,What is the most disliked vegetable in Azerbaijan?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['tomato', 'okra', 'chayote', 'broccoli']",tomato|okra|chayote|broccoli,"['Azerbaijan', 'Greece', 'Mexico', 'Assam']","['low', 'mid', 'high', 'low']",0,A,tomato
New-en-11,China,high,What is the most disliked vegetable in China?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['brussels sprouts', 'bean sprouts', 'broccoli', 'okra']",brussels sprouts|bean sprouts|broccoli|okra,"['Spain', 'China', 'Assam', 'Greece']","['high', 'high', 'low', 'mid']",1,B,bean sprouts
New-en-11,Algeria,high,What is the most disliked vegetable in Algeria?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,"['brussels sprouts', 'okra', 'cardoon', 'broccoli']",brussels sprouts|okra|cardoon|broccoli,"['Spain', 'Greece', 'Algeria', 'Assam']","['high', 'mid', 'high', 'low']",2,C,cardoon
New-en-12,Spain,high,What food is most commonly found in food courts in Spain?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['pizza', 'kebab', 'chips', 'paella']",pizza|kebab|chips|paella,"['Greece', 'Azerbaijan', 'UK', 'Spain']","['mid', 'low', 'high', 'high']",3,D,paella
New-en-12,UK,high,What food is most commonly found in food courts in UK?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['chips', 'fried rice', 'kebab', 'pizza']",chips|fried rice|kebab|pizza,"['UK', 'Indonesia', 'Azerbaijan', 'Algeria']","['high', 'mid', 'low', 'high']",0,A,chips
New-en-12,Iran,high,What food is most commonly found in food courts in Iran?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['pork cutlet', 'pizza', 'paella', 'kebab']",pork cutlet|pizza|paella|kebab,"['South Korea', 'Iran', 'Spain', 'Azerbaijan']","['mid', 'high', 'high', 'low']",1,B,pizza
New-en-12,Greece,mid,What food is most commonly found in food courts in Greece?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['chips', 'pork cutlet', 'pizza', 'rice']",chips|pork cutlet|pizza|rice,"['UK', 'South Korea', 'Greece', 'Northern Nigeria']","['high', 'mid', 'mid', 'low']",2,C,pizza
New-en-12,Assam,low,What food is most commonly found in food courts in Assam?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['pizza', 'shengjian', 'kebab', 'chinese food']",pizza|shengjian|kebab|chinese food,"['Greece', 'China', 'Azerbaijan', 'Assam']","['mid', 'high', 'low', 'low']",3,D,chinese food
New-en-12,Indonesia,mid,What food is most commonly found in food courts in Indonesia?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['fried rice', 'chinese food', 'pork cutlet', 'paella']",fried rice|chinese food|pork cutlet|paella,"['Indonesia', 'Assam', 'South Korea', 'Spain']","['mid', 'low', 'mid', 'high']",0,A,fried rice
New-en-12,Ethiopia,low,What food is most commonly found in food courts in Ethiopia?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['paella', 'injera', 'pizza', 'chinese food']",paella|injera|pizza|chinese food,"['Spain', 'Ethiopia', 'Greece', 'Assam']","['high', 'low', 'mid', 'low']",1,B,injera
New-en-12,US,high,What food is most commonly found in food courts in US?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['injera', 'chips', 'pizza', 'pork cutlet']",injera|chips|pizza|pork cutlet,"['Ethiopia', 'UK', 'US', 'South Korea']","['low', 'high', 'high', 'mid']",2,C,pizza
New-en-12,South Korea,mid,What food is most commonly found in food courts in South Korea?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['shengjian', 'rice', 'pizza', 'pork cutlet']",shengjian|rice|pizza|pork cutlet,"['China', 'Northern Nigeria', 'Greece', 'South Korea']","['high', 'low', 'mid', 'mid']",3,D,pork cutlet
New-en-12,Azerbaijan,low,What food is most commonly found in food courts in Azerbaijan?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['kebab', 'pork cutlet', 'chinese food', 'tacos']",kebab|pork cutlet|chinese food|tacos,"['Azerbaijan', 'South Korea', 'Assam', 'Mexico']","['low', 'mid', 'low', 'high']",0,A,kebab
New-en-12,China,high,What food is most commonly found in food courts in China?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['pizza', 'shengjian', 'tacos', 'injera']",pizza|shengjian|tacos|injera,"['Greece', 'China', 'Mexico', 'Ethiopia']","['mid', 'high', 'high', 'low']",1,B,shengjian
New-en-12,Algeria,high,What food is most commonly found in food courts in Algeria?,ما هو نوع الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,"['paella', 'pork cutlet', 'pizza', 'rice']",paella|pork cutlet|pizza|rice,"['Spain', 'South Korea', 'Algeria', 'Northern Nigeria']","['high', 'mid', 'high', 'low']",2,C,pizza
New-en-17,Mexico,high,What are the most common cheering tools used by sports fans in Mexico?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['signs', 'flag', 'chant', 'trumpet']",signs|flag|chant|trumpet,"['US', 'Azerbaijan', 'Greece', 'Mexico']","['high', 'low', 'mid', 'high']",3,D,trumpet
New-en-17,UK,high,What are the most common cheering tools used by sports fans in UK?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['banners', 'packaged', 'banner', 'horn']",banners|packaged|banner|horn,"['UK', 'Ethiopia', 'Indonesia', 'Iran']","['high', 'low', 'mid', 'high']",0,A,banners
New-en-17,Iran,high,What are the most common cheering tools used by sports fans in Iran?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['ball', 'horn', 'banners', 'chant']",ball|horn|banners|chant,"['Northern Nigeria', 'Iran', 'UK', 'Greece']","['low', 'high', 'high', 'mid']",1,B,horn
New-en-17,Greece,mid,What are the most common cheering tools used by sports fans in Greece?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['placard', 'banner', 'chant', 'horn']",placard|banner|chant|horn,"['Assam', 'Indonesia', 'Greece', 'Iran']","['low', 'mid', 'mid', 'high']",2,C,chant
New-en-17,Northern Nigeria,low,What are the most common cheering tools used by sports fans in Northern Nigeria?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['horn', 'thundersticks', 'packaged', 'ball']",horn|thundersticks|packaged|ball,"['Iran', 'South Korea', 'Ethiopia', 'Northern Nigeria']","['high', 'mid', 'low', 'low']",3,D,ball
New-en-17,Assam,low,What are the most common cheering tools used by sports fans in Assam?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['placard', 'thundersticks', 'banner', 'flag']",placard|thundersticks|banner|flag,"['Assam', 'South Korea', 'China', 'Azerbaijan']","['low', 'mid', 'high', 'low']",0,A,placard
New-en-17,Indonesia,mid,What are the most common cheering tools used by sports fans in Indonesia?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['thundersticks', 'banner', 'flag', 'sing']",thundersticks|banner|flag|sing,"['South Korea', 'Indonesia', 'Azerbaijan', 'Algeria']","['mid', 'mid', 'low', 'high']",1,B,banner
New-en-17,Ethiopia,low,What are the most common cheering tools used by sports fans in Ethiopia?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['banner', 'drum', 'packaged', 'ball']",banner|drum|packaged|ball,"['Indonesia', 'Spain', 'Ethiopia', 'Northern Nigeria']","['mid', 'high', 'low', 'low']",2,C,packaged
New-en-17,US,high,What are the most common cheering tools used by sports fans in US?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['packaged', 'trumpet', 'thundersticks', 'signs']",packaged|trumpet|thundersticks|signs,"['Ethiopia', 'Mexico', 'South Korea', 'US']","['low', 'high', 'mid', 'high']",3,D,signs
New-en-17,South Korea,mid,What are the most common cheering tools used by sports fans in South Korea?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['thundersticks', 'banner', 'placard', 'banners']",thundersticks|banner|placard|banners,"['South Korea', 'Indonesia', 'Assam', 'UK']","['mid', 'mid', 'low', 'high']",0,A,thundersticks
New-en-17,Azerbaijan,low,What are the most common cheering tools used by sports fans in Azerbaijan?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['placard', 'flag', 'banner', 'banners']",placard|flag|banner|banners,"['Assam', 'Azerbaijan', 'Indonesia', 'UK']","['low', 'low', 'mid', 'high']",1,B,flag
New-en-17,China,high,What are the most common cheering tools used by sports fans in China?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['placard', 'trumpet', 'banner', 'thundersticks']",placard|trumpet|banner|thundersticks,"['Assam', 'Mexico', 'China', 'South Korea']","['low', 'high', 'high', 'mid']",2,C,banner
New-en-17,Algeria,high,What are the most common cheering tools used by sports fans in Algeria?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,"['banner', 'flag', 'drum', 'sing']",banner|flag|drum|sing,"['Indonesia', 'Azerbaijan', 'Spain', 'Algeria']","['mid', 'low', 'high', 'high']",3,D,sing
New-en-18,Mexico,high,What do fans bring with them when attending a live game in Mexico?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['their team shirt', 'water bottle', 'scarf', 'phone']",their team shirt|water bottle|scarf|phone,"['Mexico', 'Assam', 'Greece', 'US']","['high', 'low', 'mid', 'high']",0,A,their team shirt
New-en-18,Spain,high,What do fans bring with them when attending a live game in Spain?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['scarf', 'flag', 'chips', 'chocolate']",scarf|flag|chips|chocolate,"['Greece', 'Spain', 'Iran', 'Ethiopia']","['mid', 'high', 'high', 'low']",1,B,flag
New-en-18,UK,high,What do fans bring with them when attending a live game in UK?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['sign', 'uniform', 'flag', 'national flag']",sign|uniform|flag|national flag,"['Algeria', 'South Korea', 'UK', 'Northern Nigeria']","['high', 'mid', 'high', 'low']",2,C,flag
New-en-18,Iran,high,What do fans bring with them when attending a live game in Iran?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['scarf', 'national flag', 'sign', 'chips']",scarf|national flag|sign|chips,"['Greece', 'Northern Nigeria', 'Algeria', 'Iran']","['mid', 'low', 'high', 'high']",3,D,chips
New-en-18,Greece,mid,What do fans bring with them when attending a live game in Greece?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['scarf', 'banner', 'water bottle', 'flag']",scarf|banner|water bottle|flag,"['Greece', 'Indonesia', 'Assam', 'Spain']","['mid', 'mid', 'low', 'high']",0,A,scarf
New-en-18,Northern Nigeria,low,What do fans bring with them when attending a live game in Northern Nigeria?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['water', 'national flag', 'banner', 'flag']",water|national flag|banner|flag,"['China', 'Northern Nigeria', 'Indonesia', 'Azerbaijan']","['high', 'low', 'mid', 'low']",1,B,national flag
New-en-18,Assam,low,What do fans bring with them when attending a live game in Assam?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['national flag', 'water', 'water bottle', 'uniform']",national flag|water|water bottle|uniform,"['Northern Nigeria', 'China', 'Assam', 'South Korea']","['low', 'high', 'low', 'mid']",2,C,water bottle
New-en-18,Indonesia,mid,What do fans bring with them when attending a live game in Indonesia?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['chocolate', 'uniform', 'flag', 'banner']",chocolate|uniform|flag|banner,"['Ethiopia', 'South Korea', 'Spain', 'Indonesia']","['low', 'mid', 'high', 'mid']",3,D,banner
New-en-18,Ethiopia,low,What do fans bring with them when attending a live game in Ethiopia?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['chocolate', 'their team shirt', 'flag', 'banner']",chocolate|their team shirt|flag|banner,"['Ethiopia', 'Mexico', 'Azerbaijan', 'Indonesia']","['low', 'high', 'low', 'mid']",0,A,chocolate
New-en-18,US,high,What do fans bring with them when attending a live game in US?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['uniform', 'phone', 'water bottle', 'flag']",uniform|phone|water bottle|flag,"['South Korea', 'US', 'Assam', 'Spain']","['mid', 'high', 'low', 'high']",1,B,phone
New-en-18,South Korea,mid,What do fans bring with them when attending a live game in South Korea?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['banner', 'their team shirt', 'uniform', 'flag']",banner|their team shirt|uniform|flag,"['Indonesia', 'Mexico', 'South Korea', 'Azerbaijan']","['mid', 'high', 'mid', 'low']",2,C,uniform
New-en-18,Azerbaijan,low,What do fans bring with them when attending a live game in Azerbaijan?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['banner', 'sign', 'chocolate', 'flag']",banner|sign|chocolate|flag,"['Indonesia', 'Algeria', 'Ethiopia', 'Azerbaijan']","['mid', 'high', 'low', 'low']",3,D,flag
New-en-18,China,high,What do fans bring with them when attending a live game in China?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['water', 'sign', 'water bottle', 'scarf']",water|sign|water bottle|scarf,"['China', 'Algeria', 'Assam', 'Greece']","['high', 'high', 'low', 'mid']",0,A,water
New-en-18,Algeria,high,What do fans bring with them when attending a live game in Algeria?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,"['chips', 'sign', 'chocolate', 'scarf']",chips|sign|chocolate|scarf,"['Iran', 'Algeria', 'Ethiopia', 'Greece']","['high', 'high', 'low', 'mid']",1,B,sign
New-en-19,Mexico,high,What is the most well known sporting stadium in Mexico?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['gelora bung karno', 'azadi stadium', 'aztec stadium', 'nehru']",gelora bung karno|azadi stadium|aztec stadium|nehru,"['Indonesia', 'Iran', 'Mexico', 'Assam']","['mid', 'high', 'high', 'low']",2,C,aztec stadium
New-en-19,Spain,high,What is the most well known sporting stadium in Spain?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['olympic stadium athens', 'nehru', 'beijing workers stadium', 'bernabéu']",olympic stadium athens|nehru|beijing workers stadium|bernabéu,"['Greece', 'Assam', 'China', 'Spain']","['mid', 'low', 'high', 'high']",3,D,bernabéu
New-en-19,UK,high,What is the most well known sporting stadium in UK?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['wembley', 'sani abacha', 'azadi stadium', 'sangam stadium']",wembley|sani abacha|azadi stadium|sangam stadium,"['UK', 'Northern Nigeria', 'Iran', 'South Korea']","['high', 'low', 'high', 'mid']",0,A,wembley
New-en-19,Iran,high,What is the most well known sporting stadium in Iran?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['olympic stadium athens', 'azadi stadium', 'bahir dar stadium', 'Yankees stadium']",olympic stadium athens|azadi stadium|bahir dar stadium|Yankees stadium,"['Greece', 'Iran', 'Ethiopia', 'US']","['mid', 'high', 'low', 'high']",1,B,azadi stadium
New-en-19,Greece,mid,What is the most well known sporting stadium in Greece?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['sangam stadium', 'tofiq bahramov stadium', 'olympic stadium athens', 'beijing workers stadium']",sangam stadium|tofiq bahramov stadium|olympic stadium athens|beijing workers stadium,"['South Korea', 'Azerbaijan', 'Greece', 'China']","['mid', 'low', 'mid', 'high']",2,C,olympic stadium athens
New-en-19,Northern Nigeria,low,What is the most well known sporting stadium in Northern Nigeria?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['tofiq bahramov stadium', 'bernabéu', 'gelora bung karno', 'sani abacha']",tofiq bahramov stadium|bernabéu|gelora bung karno|sani abacha,"['Azerbaijan', 'Spain', 'Indonesia', 'Northern Nigeria']","['low', 'high', 'mid', 'low']",3,D,sani abacha
New-en-19,Assam,low,What is the most well known sporting stadium in Assam?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['nehru', 'beijing workers stadium', 'olympic stadium athens', 'tofiq bahramov stadium']",nehru|beijing workers stadium|olympic stadium athens|tofiq bahramov stadium,"['Assam', 'China', 'Greece', 'Azerbaijan']","['low', 'high', 'mid', 'low']",0,A,nehru
New-en-19,Indonesia,mid,What is the most well known sporting stadium in Indonesia?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['nehru', 'gelora bung karno', 'sangam stadium', 'azadi stadium']",nehru|gelora bung karno|sangam stadium|azadi stadium,"['Assam', 'Indonesia', 'South Korea', 'Iran']","['low', 'mid', 'mid', 'high']",1,B,gelora bung karno
New-en-19,Ethiopia,low,What is the most well known sporting stadium in Ethiopia?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['olympic stadium athens', 'Yankees stadium', 'bahir dar stadium', 'sani abacha']",olympic stadium athens|Yankees stadium|bahir dar stadium|sani abacha,"['Greece', 'US', 'Ethiopia', 'Northern Nigeria']","['mid', 'high', 'low', 'low']",2,C,bahir dar stadium
New-en-19,US,high,What is the most well known sporting stadium in US?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['olympic stadium athens', 'tofiq bahramov stadium', 'beijing workers stadium', 'Yankees stadium']",olympic stadium athens|tofiq bahramov stadium|beijing workers stadium|Yankees stadium,"['Greece', 'Azerbaijan', 'China', 'US']","['mid', 'low', 'high', 'high']",3,D,Yankees stadium
New-en-19,South Korea,mid,What is the most well known sporting stadium in South Korea?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['sangam stadium', 'sani abacha', 'july 5 stadium', 'olympic stadium athens']",sangam stadium|sani abacha|july 5 stadium|olympic stadium athens,"['South Korea', 'Northern Nigeria', 'Algeria', 'Greece']","['mid', 'low', 'high', 'mid']",0,A,sangam stadium
New-en-19,Azerbaijan,low,What is the most well known sporting stadium in Azerbaijan?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['wembley', 'tofiq bahramov stadium', 'olympic stadium athens', 'bahir dar stadium']",wembley|tofiq bahramov stadium|olympic stadium athens|bahir dar stadium,"['UK', 'Azerbaijan', 'Greece', 'Ethiopia']","['high', 'low', 'mid', 'low']",1,B,tofiq bahramov stadium
New-en-19,China,high,What is the most well known sporting stadium in China?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['sani abacha', 'sangam stadium', 'beijing workers stadium', 'bernabéu']",sani abacha|sangam stadium|beijing workers stadium|bernabéu,"['Northern Nigeria', 'South Korea', 'China', 'Spain']","['low', 'mid', 'high', 'high']",2,C,beijing workers stadium
New-en-19,Algeria,high,What is the most well known sporting stadium in Algeria?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,"['beijing workers stadium', 'gelora bung karno', 'nehru', 'july 5 stadium']",beijing workers stadium|gelora bung karno|nehru|july 5 stadium,"['China', 'Indonesia', 'Assam', 'Algeria']","['high', 'mid', 'low', 'high']",3,D,july 5 stadium
New-en-23,Mexico,high,Who is the most famous Paralympian in Mexico?,من هو أشهر بارالمبي في الجزائر؟,"['fabiola ramirez', 'charalambos taiganidis', 'morteza mehrzad', 'ilham zakiyev']",fabiola ramirez|charalambos taiganidis|morteza mehrzad|ilham zakiyev,"['Mexico', 'Greece', 'Iran', 'Azerbaijan']","['high', 'mid', 'high', 'low']",0,A,fabiola ramirez
New-en-23,Spain,high,Who is the most famous Paralympian in Spain?,من هو أشهر بارالمبي في الجزائر؟,"['ni nengah widiasih', 'teresa perales', 'hima das', 'mohamed allek']",ni nengah widiasih|teresa perales|hima das|mohamed allek,"['Indonesia', 'Spain', 'Assam', 'Algeria']","['mid', 'high', 'low', 'high']",1,B,teresa perales
New-en-23,UK,high,Who is the most famous Paralympian in UK?,من هو أشهر بارالمبي في الجزائر؟,"['hima das', 'ni nengah widiasih', 'ellie simmonds', 'hou bin']",hima das|ni nengah widiasih|ellie simmonds|hou bin,"['Assam', 'Indonesia', 'UK', 'China']","['low', 'mid', 'high', 'high']",2,C,ellie simmonds
New-en-23,Iran,high,Who is the most famous Paralympian in Iran?,من هو أشهر بارالمبي في الجزائر؟,"['ellie simmonds', 'hima das', 'charalambos taiganidis', 'morteza mehrzad']",ellie simmonds|hima das|charalambos taiganidis|morteza mehrzad,"['UK', 'Assam', 'Greece', 'Iran']","['high', 'low', 'mid', 'high']",3,D,morteza mehrzad
New-en-23,Greece,mid,Who is the most famous Paralympian in Greece?,من هو أشهر بارالمبي في الجزائر؟,"['charalambos taiganidis', 'fabiola ramirez', 'ilham zakiyev', 'ni nengah widiasih']",charalambos taiganidis|fabiola ramirez|ilham zakiyev|ni nengah widiasih,"['Greece', 'Mexico', 'Azerbaijan', 'Indonesia']","['mid', 'high', 'low', 'mid']",0,A,charalambos taiganidis
New-en-23,Assam,low,Who is the most famous Paralympian in Assam?,من هو أشهر بارالمبي في الجزائر؟,"['ilham zakiyev', 'hima das', 'charalambos taiganidis', 'teresa perales']",ilham zakiyev|hima das|charalambos taiganidis|teresa perales,"['Azerbaijan', 'Assam', 'Greece', 'Spain']","['low', 'low', 'mid', 'high']",1,B,hima das
New-en-23,Indonesia,mid,Who is the most famous Paralympian in Indonesia?,من هو أشهر بارالمبي في الجزائر؟,"['charalambos taiganidis', 'hou bin', 'ni nengah widiasih', 'ilham zakiyev']",charalambos taiganidis|hou bin|ni nengah widiasih|ilham zakiyev,"['Greece', 'China', 'Indonesia', 'Azerbaijan']","['mid', 'high', 'mid', 'low']",2,C,ni nengah widiasih
New-en-23,Azerbaijan,low,Who is the most famous Paralympian in Azerbaijan?,من هو أشهر بارالمبي في الجزائر؟,"['hima das', 'morteza mehrzad', 'ni nengah widiasih', 'ilham zakiyev']",hima das|morteza mehrzad|ni nengah widiasih|ilham zakiyev,"['Assam', 'Iran', 'Indonesia', 'Azerbaijan']","['low', 'high', 'mid', 'low']",3,D,ilham zakiyev
