ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
New-am-04,Spain,Europe,What is the most popular dipping sauce in Spain?,¿Cuál es la salsa para mojar más popular en España?,D,"['shiro', 'tzatziki', 'soy sauce', 'garlic mayonnaise']","['ሽሮ ወጥ', 'τζατζίκι', '간장', 'alioli']","['Ethiopia', 'Greece', 'South_Korea', 'Spain']","['Africa', 'Europe', 'East Asia', 'Europe']",3,garlic mayonnaise
New-am-27,Spain,Europe,Who is the most popular female sportperson in Spain?,¿Quién es la deportista femenina más popular en España?,A,"['jenny beautiful', 'guo jingjing', 'rahama sadau', 'voula patoulidou']","['jenny hermoso', '郭晶晶', 'rahama sadau', 'Βούλα Πατουλίδου']","['Spain', 'China', 'Northern_Nigeria', 'Greece']","['Europe', 'East Asia', 'Africa', 'Europe']",0,jenny beautiful
New-am-41,Spain,Europe,"In Spain, at which grade level do students take their first national-level examination?","En España, ¿en qué curso los estudiantes hacen su primer examen de ámbito nacional?",B,"['high school 3rd grade', '17', 'third grade of high school', 'after primary']","['고등학교 3학년', '2º bachiller', 'τρίτη λυκείου', 'gama firamare']","['South_Korea', 'Spain', 'Greece', 'Northern_Nigeria']","['East Asia', 'Europe', 'Europe', 'Africa']",1,17
New-am-53,Spain,Europe,Which region in Spain is widely known for its coffee/tea industry?,¿Qué región de España es ampliamente conocida por su industria del café/té?,C,"['yorkshire', 'sahara', 'canary islands', 'yunnan']","['yorkshire', 'الصحراء', 'canarias', '云南']","['UK', 'Algeria', 'Spain', 'China']","['Europe', 'Africa', 'Europe', 'East Asia']",2,canary islands
New-am-54,Spain,Europe,Which region in Spain is widely known for its livestock industry?,¿Qué región de España es ampliamente conocida por su industria ganadera?,D,"['djelfa', 'hoengseong', 'wales', 'galicia']","['الجلفة', '횡성', 'wales', 'galicia']","['Algeria', 'South_Korea', 'UK', 'Spain']","['Africa', 'East Asia', 'Europe', 'Europe']",3,galicia
New-am-72,Spain,Europe,What is the most popular comic book for children to read in Spain?,¿Cuál es el cómic más popular para niños en España?,A,"['mort & phil', 'a shuai', 'beano', 'fairy books']","['mortadelo y filemón', '阿衰', 'beano', 'የተረት መጽሐፍቶች']","['Spain', 'China', 'UK', 'Ethiopia']","['Europe', 'East Asia', 'Europe', 'Africa']",0,mort & phil
New-am-73,Spain,Europe,What is the most popular YouTube channel for children in Spain?,¿Cuál es el canal de YouTube más popular para niños en España?,B,"['ethiopia children', 'mikecrack', 'cocomelon', 'pinkfong']","['የኢትዮጵያ ልጆች', 'mikecrack', 'cocomelon', '핑크퐁']","['Ethiopia', 'Spain', 'UK', 'South_Korea']","['Africa', 'Europe', 'Europe', 'East Asia']",1,mikecrack
New-am-74,Spain,Europe,What is the most popular talk show in Spain?,¿Cuál es el programa de entrevistas más popular en España?,C,"['rock & roast', 'graham norton', 'el hormiguero', 'top 10']","['脱口秀大会', 'graham norton', 'el hormiguero', 'zafafa 10']","['China', 'UK', 'Spain', 'Northern_Nigeria']","['East Asia', 'Europe', 'Europe', 'Africa']",2,el hormiguero
New-as-05,Spain,Europe,What is the most typical drink offered to guests when they visit households in Spain?,¿Cuál es la bebida más típica que se ofrece a los invitados cuando visitan las casas en España?,D,"['tea', 'coffee', 'water', 'beer']","['tea', '커피', 'ruwa', 'cerveza']","['UK', 'South_Korea', 'Northern_Nigeria', 'Spain']","['Europe', 'East Asia', 'Africa', 'Europe']",3,beer
New-as-07,Spain,Europe,What is the most popular dish cooked with fish in Spain?,¿Cuál es el plato más popular cocinado con pescado en España?,A,"['cod pil-pil style', 'cod skordalia', 'ceviche', 'sardines']","['bacalao al pil-pil', 'μπακαλιάρος σκορδαλιά', 'ceviche', 'السردين']","['Spain', 'Greece', 'Mexico', 'Algeria']","['Europe', 'Europe', 'North America', 'Africa']",0,cod pil-pil style
New-as-14,Spain,Europe,What food do people from Spain like to eat during rainy weather?,¿Qué comida les gusta comer a las personas de España durante el tiempo lluvioso?,B,"['soups', 'stew', 'lentils', 'chili']","['σούπες', 'puchero', 'العدس', 'chili']","['Greece', 'Spain', 'Algeria', 'US']","['Europe', 'Europe', 'Africa', 'North America']",1,stew
New-as-76,Spain,Europe,What traditional games do families play during traditional holidays in Spain?,¿Qué juegos tradicionales juegan las familias durante las fiestas tradicionales en España?,C,"['card games', 'dancing', 'the goose', 'traditional mexican bingo']","['χαρτιά', 'ውዝዋዜ', 'la oca', 'lotería']","['Greece', 'Ethiopia', 'Spain', 'Mexico']","['Europe', 'Africa', 'Europe', 'North America']",2,the goose
New-as-80,Spain,Europe,What type of clothing do people from Spain wear during traditional festivals?,¿Qué tipo de ropa visten las personas de España durante los festivales tradicionales?,D,"['traditional', 'traditional clothing', 'formal', 'dresses']","['παραδοσιακά', 'ጥበብ', 'formal', 'vestidos']","['Greece', 'Ethiopia', 'US', 'Spain']","['Europe', 'Africa', 'North America', 'Europe']",3,dresses
New-as-89,Spain,Europe,What traditional festival accessories do people from Spain wear?,¿Qué accesorios tradicionales de fiesta lleva la gente de España?,A,"['hair combs', 'poncho', 'ring', 'handkerchiefs']","['peinetas', 'poncho', 'zobe', 'μαντήλες']","['Spain', 'Mexico', 'Northern_Nigeria', 'Greece']","['Europe', 'North America', 'Africa', 'Europe']",0,hair combs
New-az-05,Spain,Europe,What is the most famous region for alcohol production in Spain?,¿Cuál es la región más famosa por la producción de alcohol en España?,B,"['chios', 'la rioja', 'jos', 'new york']","['Χίος', 'la rioja', 'jos', 'new york']","['Greece', 'Spain', 'Northern_Nigeria', 'US']","['Europe', 'Europe', 'Africa', 'North America']",1,la rioja
New-az-12,Spain,Europe,Which region in Spain is known for its seafood?,¿Qué región de España es conocida por su marisco?,C,"['cornwall', 'sinaloa', 'galicia', 'tipaza']","['cornwall', 'Sinaloa', 'galicia', 'تيبازة']","['UK', 'Mexico', 'Spain', 'Algeria']","['Europe', 'North America', 'Europe', 'Africa']",2,galicia
New-az-21,Spain,Europe,Which region in Spain is the most popular skiing destination?,¿Cuál es la región más popular para esquiar en España?,D,"['western states', 'scotland', 'tikjda', 'pomegranate']","['western states', 'scotland', 'تيكجدة', 'granada']","['US', 'UK', 'Algeria', 'Spain']","['North America', 'Europe', 'Africa', 'Europe']",3,pomegranate
New-az-27,Spain,Europe,Which sport has been one of the fastest-growing in Spain over the last decade?,¿Cuál ha sido uno de los deportes de más rápido crecimiento en España durante la última década?,A,"[""women's soccer"", 'soccer', 'basketball', 'running']","['fútbol femenino', 'futbol', 'basketball', 'ሩጫ']","['Spain', 'Mexico', 'UK', 'Ethiopia']","['Europe', 'North America', 'Europe', 'Africa']",0,women's soccer
New-az-60,Spain,Europe,"In Spain, who takes care of kids when both parents are working?","¿En España, quién se encarga de los niños cuando ambos padres están trabajando?",B,"['daycare', 'the grandparents', 'grandparents', 'servant']","['daycare', 'los abuelos', 'grandparents', 'የቤት ሰራተኛ']","['US', 'Spain', 'UK', 'Ethiopia']","['North America', 'Europe', 'Europe', 'Africa']",1,the grandparents
New-ch-01,Spain,Europe,What kind of meat do people usually eat when they have barbecue in Spain?,¿Qué tipo de carne suele comer la gente cuando hacen barbacoa en España?,C,"['beef steaks', 'chicken', 'chops', 'sheep']","['cortes', 'chicken', 'chuletas', 'rago']","['Mexico', 'UK', 'Spain', 'Northern_Nigeria']","['North America', 'Europe', 'Europe', 'Africa']",2,chops
New-ch-05,Spain,Europe,What is the most famous spicy dish in Spain?,¿Cuál es el plato picante más famoso de España?,D,"['bean dumplings', 'hot wings', 'madras', 'spicy potatoes']","['dan wake', 'hot wings', 'madras', 'patatas bravas']","['Northern_Nigeria', 'US', 'UK', 'Spain']","['Africa', 'North America', 'Europe', 'Europe']",3,spicy potatoes
New-ch-08,Spain,Europe,What seasoning is indispensable in cooking in Spain?,¿Qué condimento es indispensable para cocinar en España?,A,"['salt', 'cumin', 'pepper', 'black pepper']","['sal', 'জিৰা', 'πιπέρι', 'فلفل اسود']","['Spain', 'Assam', 'Greece', 'Algeria']","['Europe', 'South Asia', 'Europe', 'Africa']",0,salt
New-ch-14,Spain,Europe,What foods do people usually eat when they are sick in Spain?,¿Qué alimentos suelen comer las personas cuando están enfermas en España?,B,"['soups', 'broth', 'vegetable soup', 'porridge']","['σούπες', 'caldo', 'حساء الخضار', 'bubur']","['Greece', 'Spain', 'Algeria', 'Indonesia']","['Europe', 'Europe', 'Africa', 'South Asia']",1,broth
New-ch-15,Spain,Europe,What prepared/ready-to-eat food do people typically buy at supermarkets in Spain?,¿Qué comida preparada/lista para comer suelen comprar las personas en los supermercados de España?,C,"['pies', 'packed foods', 'cannelloni', 'biscuit']","['πίτες', 'የታሸጉ መግቦችን', 'canelones', 'বিস্কুট']","['Greece', 'Ethiopia', 'Spain', 'Assam']","['Europe', 'Africa', 'Europe', 'South Asia']",2,cannelloni
New-ch-16,Spain,Europe,What is the most famous sports-related movie in Spain?,¿Cuál es la película relacionada con el deporte más famosa en España?,D,"['mamma mia', 'woman', 'garuda di dadaku', 'campeones']","['Μάμα Μία', 'ሴት', 'garuda di dadaku', 'campeones']","['Greece', 'Ethiopia', 'Indonesia', 'Spain']","['Europe', 'Africa', 'South Asia', 'Europe']",3,campeones
New-ch-17,Spain,Europe,What extreme sport do people generally wish to try the most in Spain?,¿Qué deporte extremo desean probar más las personas en general en España?,A,"['skydiving', 'jump', 'bungee jumping', 'cricket']","['paracaidismo', 'tsalle', 'bungee jumping', 'ক্ৰিকেট']","['Spain', 'Northern_Nigeria', 'Greece', 'Assam']","['Europe', 'Africa', 'Europe', 'South Asia']",0,skydiving
New-ch-18,Spain,Europe,Which track and field event is the most popular to watch during competitions in Spain?,¿Cuál es la prueba de atletismo más popular para ver durante las competiciones en España?,B,"['long jump', '100 meters', 'badminton', 'race']","['άλμα εις μήκος', '100 metros', 'badminton', 'gudu']","['Greece', 'Spain', 'Indonesia', 'Northern_Nigeria']","['Europe', 'Europe', 'South Asia', 'Africa']",1,100 meters
New-ch-27,Spain,Europe,Who is the most famous boxer in Spain?,¿Quién es el boxeador más famoso de España?,C,"['tyson fury', 'lovlina borgohain', 'poli diaz', 'loucif hamani']","['tyson fury', 'লাভলীনা বৰগোঁহাই', 'Poli Díaz', 'لوصيف حماني']","['UK', 'Assam', 'Spain', 'Algeria']","['Europe', 'South Asia', 'Europe', 'Africa']",2,poli diaz
New-ch-30,Spain,Europe,Who is the most famous track and field athlete in Spain?,¿Quién es el atleta de atletismo más famoso de España?,D,"['m zohri', 'taoufik makhloufi', 'mo farah', 'ana peleteiro']","['muhammad zohri', 'توفيق مخلوفي', 'mo farah', 'Ana Peleteiro']","['Indonesia', 'Algeria', 'UK', 'Spain']","['South Asia', 'Africa', 'Europe', 'Europe']",3,ana peleteiro
New-ch-31,Spain,Europe,What job do parents most hope their children will pursue in Spain?,¿Qué profesión esperan los padres que sus hijos persigan más en España?,A,"['medicine', 'office work', 'doctor', 'medical doctor']","['medicina', 'office work', 'ডাক্তৰ', 'የህክምና ዶክተር']","['Spain', 'UK', 'Assam', 'Ethiopia']","['Europe', 'Europe', 'South Asia', 'Africa']",0,medicine
New-ch-32,Spain,Europe,What office software do people typically use in the workplace in Spain?,¿Qué software de oficina suelen utilizar las personas en el lugar de trabajo en España?,B,"['microsoft office', 'spreadsheet', 'microsoft word', 'email']","['microsoft office', 'Excel', 'ማይክሮሶፍት ወርድ', 'email']","['UK', 'Spain', 'Ethiopia', 'Indonesia']","['Europe', 'Europe', 'Africa', 'South Asia']",1,spreadsheet
New-ch-38,Spain,Europe,Which cities or regions are known for their import and export activities in Spain?,¿Qué ciudades o regiones son conocidas por sus actividades de importación y exportación en España?,C,"['guwahati', 'london', 'barcelona', 'kano']","['গুৱাহাটী', 'london', 'Barcelona', 'kano']","['Assam', 'UK', 'Spain', 'Northern_Nigeria']","['South Asia', 'Europe', 'Europe', 'Africa']",2,barcelona
New-ch-44,Spain,Europe,"How long is the typical probation period for new employees before signing a formal contract in Spain? (e.g., 1 month).","¿Cuál es el período de prueba típico para los nuevos empleados antes de firmar un contrato formal en España? (por ejemplo, 1 mes).",D,"['3 months', '3', '6 weeks', '6 months']","['3 bulan', '3', '6 weeks', '6 meses']","['Indonesia', 'Northern_Nigeria', 'UK', 'Spain']","['South Asia', 'Africa', 'Europe', 'Europe']",3,6 months
New-ch-45,Spain,Europe,Which industries do young people typically choose to start businesses in Spain?,¿En qué industrias suelen elegir los jóvenes empezar negocios en España?,A,"['tourism', 'technology', 'catering', 'clothes']","['turismo', 'texnologiya', 'εστίασης', 'الملابس']","['Spain', 'Azerbaijan', 'Greece', 'Algeria']","['Europe', 'Western Asia', 'Europe', 'Africa']",0,tourism
New-ch-49,Spain,Europe,What is the most common way for family members to communicate remotely in Spain?,¿Cuál es la forma más común en que los miembros de una familia se comunican a distancia en España?,B,"['viber', 'whatsapp', 'phone', 'video call']","['messaging app', 'Whatsapp', 'الهاتف', 'تماس تصویری']","['Greece', 'Spain', 'Algeria', 'Iran']","['Europe', 'Europe', 'Africa', 'Western Asia']",1,whatsapp
New-ch-54,Spain,Europe,Which fruit is usually prepared the most for family dinners in Spain?,¿Qué fruta se suele preparar más para las cenas familiares en España?,C,"['watermelon', 'orenge', 'melon', 'apple']","['καρπούζι', 'ብርቱካን', 'melón', 'alma']","['Greece', 'Ethiopia', 'Spain', 'Azerbaijan']","['Europe', 'Africa', 'Europe', 'Western Asia']",2,melon
New-ch-70,Spain,Europe,What compulsory courses do university students have in common in Spain?,¿Qué asignaturas obligatorias tienen en común los estudiantes universitarios en España?,D,"['technical writing', 'family planning', 'english', 'mathematics']","['σύνταξη τεχνικών κειμένων', 'تنظیم خانواده', 'እንግሊዘኛ', 'matemáticas']","['Greece', 'Iran', 'Ethiopia', 'Spain']","['Europe', 'Western Asia', 'Africa', 'Europe']",3,mathematics
New-ch-71,Spain,Europe,"What is the average class size in high schools in Spain? (Provide Arabic numerals (e.g., 1) only.)","¿Cuál es el tamaño medio de las clases en los institutos de secundaria en España? (Proporcione solo números arábigos (p. ej., 1).)",A,"['20', '4', '25', '15']","['20', '4', '25', '15']","['Spain', 'Northern_Nigeria', 'Azerbaijan', 'Greece']","['Europe', 'Africa', 'Western Asia', 'Europe']",0,20
New-ch-72,Spain,Europe,Which major is considered most conducive to employment in Spain?,¿Qué carrera se considera que conduce más al empleo en España?,B,"['computers', 'computing', 'engineering', 'health']","['ηλεκτρονικοί υπολογιστές', 'informática', 'مهندسی', 'lafiya']","['Greece', 'Spain', 'Iran', 'Northern_Nigeria']","['Europe', 'Europe', 'Western Asia', 'Africa']",1,computing
New-ch-74,Spain,Europe,What types of accommodation do university students in Spain typically live in?,¿Dónde viven principalmente los estudiantes universitarios en España?,C,"['flats', 'home', 'residences', 'house']","['flats', 'ev', 'residencias', 'البيت']","['UK', 'Azerbaijan', 'Spain', 'Algeria']","['Europe', 'Western Asia', 'Europe', 'Africa']",2,residences
New-ch-78,Spain,Europe,What leisure activities do retired women typically like in Spain?,¿Qué actividades de ocio suelen gustar a las mujeres jubiladas en España?,D,"['parties', 'cooking', 'swimming', 'play cards, cards']","['الحفلات', 'آشپزی', 'swimming', 'jugar a las cartas']","['Algeria', 'Iran', 'UK', 'Spain']","['Africa', 'Western Asia', 'Europe', 'Europe']",3,"play cards, cards"
New-ch-79,Spain,Europe,What leisure activities do retired men typically like in Spain?,¿Qué actividades de ocio suelen gustar a los hombres jubilados en España?,A,"['boules, petanque', 'playing backgammon', 'golf', 'walk']","['petanca', 'nərd', 'golf', 'የእግር ጉዞ']","['Spain', 'Azerbaijan', 'UK', 'Ethiopia']","['Europe', 'Western Asia', 'Europe', 'Africa']",0,"boules, petanque"
New-ch-81,Spain,Europe,What are the typical housewarming gifts in Spain?,¿Cuáles son los regalos típicos para una inauguración de casa en España?,B,"['plants', 'plant/floor', 'flower', 'coin']","['plants', 'planta', 'አበባ', 'سکه']","['UK', 'Spain', 'Ethiopia', 'Iran']","['Europe', 'Europe', 'Africa', 'Western Asia']",1,plant/floor
New-ch-82,Spain,Europe,"At what time do weddings typically start in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)","¿A qué hora suelen empezar las bodas en España? (Indica en formato HH:MM (por ejemplo, 18:00, 09:00).)",C,"['10:00', '18:00', '12:00', '14:00']","['10:00', '18:00', '12h', '14:00']","['Northern_Nigeria', 'Azerbaijan', 'Spain', 'UK']","['Africa', 'Western Asia', 'Europe', 'Europe']",2,12:00
New-ch-83,Spain,Europe,Which city in Spain hosts festivals the most?,¿Qué ciudad de España acoge más festivales?,D,"['tehran', 'kano', 'london', 'madrid']","['تهران', 'kano', 'london', 'Madrid']","['Iran', 'Northern_Nigeria', 'UK', 'Spain']","['Western Asia', 'Africa', 'Europe', 'Europe']",3,madrid
New-ch-84,Spain,Europe,What color of clothing do people typically wear when attending weddings in Spain?,¿De qué color suelen vestir las personas cuando asisten a bodas en España?,A,"['black', 'blue', 'white', 'red']","['negro', 'azul', 'λευκό', '红']","['Spain', 'Mexico', 'Greece', 'China']","['Europe', 'North America', 'Europe', 'East Asia']",0,black
New-en-02,Spain,Europe,What is the most popular chip/crisp flavour in Spain?,¿Cuál es el sabor de patatas fritas más popular en España?,B,"['barbeque', 'serrano ham', 'oregano', 'cucumber']","['barbeque', 'jamon serrano', 'ρίγανη', '黄瓜']","['US', 'Spain', 'Greece', 'China']","['North America', 'Europe', 'Europe', 'East Asia']",1,serrano ham
New-en-04,Spain,Europe,Who is a popular celebrity chef in Spain?,¿Quién es un chef famoso y popular en España?,C,"['petretzikis', 'enrique olivera', 'dabiz muñoz', 'paik jong-won']","['Πετρετζίκης', 'enrique olivera', 'Daviz Muñoz', '백종원']","['Greece', 'Mexico', 'Spain', 'South_Korea']","['Europe', 'North America', 'Europe', 'East Asia']",2,dabiz muñoz
New-en-05,Spain,Europe,Which food is a cost-effective and quick meal option in Spain?,¿Qué comida es una opción de comida rápida y económica en España?,D,"['instant noodles', 'gyro', 'hotdogs', 'pizza']","['라면', 'γύρος', 'hotdogs', 'pizza']","['South_Korea', 'Greece', 'US', 'Spain']","['East Asia', 'Europe', 'North America', 'Europe']",3,pizza
New-en-08,Spain,Europe,What is the most popular chocolate brand in Spain?,¿Cuál es la marca de chocolate más popular en España?,A,"['nestlé', 'abuelita', ""Cadbury's, Cadbury"", 'dove']","['Nestlé', 'Abuelita', ""Cadbury's, Cadbury"", '德芙']","['Spain', 'Mexico', 'UK', 'China']","['Europe', 'North America', 'Europe', 'East Asia']",0,nestlé
New-en-11,Spain,Europe,What is the most disliked vegetable in Spain?,¿Cuál es la verdura más odiada en España?,B,"['sprouts', 'brussels sprouts', 'brussel sprouts', 'bean sprouts']","['sprouts', 'coles de bruselas', 'brussel sprouts', '豆芽']","['UK', 'Spain', 'US', 'China']","['Europe', 'Europe', 'North America', 'East Asia']",1,brussels sprouts
New-en-12,Spain,Europe,What food is most commonly found in food courts in Spain?,¿Qué comida se encuentra más comúnmente en las zonas de comidas de España?,C,"['pork cutlet', 'tacos', 'paella', 'chips']","['돈까스', 'tacos', 'paella', 'chips']","['South_Korea', 'Mexico', 'Spain', 'UK']","['East Asia', 'North America', 'Europe', 'Europe']",2,paella
New-en-17,Spain,Europe,What are the most common cheering tools used by sports fans in Spain?,¿Cuáles son los instrumentos de animación más comunes utilizados por los aficionados al deporte en España?,D,"['thundersticks', 'banners', 'signs', 'drum']","['막대풍선', 'banners', 'signs', 'bombo']","['South_Korea', 'UK', 'US', 'Spain']","['East Asia', 'Europe', 'North America', 'Europe']",3,drum
New-en-18,Spain,Europe,What do fans bring with them when attending a live game in Spain?,¿Qué llevan los aficionados consigo cuando asisten a un partido en directo en España?,A,"['flag', 'water bottle', 'water', 'scarf']","['bandera', 'পানীবটল', '水', 'κασκόλ']","['Spain', 'Assam', 'China', 'Greece']","['Europe', 'South Asia', 'East Asia', 'Europe']",0,flag
New-en-19,Spain,Europe,What is the most well known sporting stadium in Spain?,¿Cuál es el estadio deportivo más conocido de España?,B,"['gelora bung karno', 'bernabéu', 'beijing workers stadium', 'olympic stadium athens']","['gelora bung karno', 'Bernabeu', '北京工人体育馆', 'ολυμπιακό στάδιο αθηνών']","['Indonesia', 'Spain', 'China', 'Greece']","['South Asia', 'Europe', 'East Asia', 'Europe']",1,bernabéu
New-en-26,Spain,Europe,What is the best recognized sporting chant in Spain?,¿Cuál es el cántico deportivo más reconocido en España?,C,"['whistle', 'you are something magical in the mind', 'oe', 'the great republic of korea']","['উকি', 'είσαι στο μυαλό κάτι μαγικό', 'oe', '대~한민국 짝짝짝짝짝']","['Assam', 'Greece', 'Spain', 'South_Korea']","['South Asia', 'Europe', 'Europe', 'East Asia']",2,oe
New-en-38,Spain,Europe,Which industries are known for more flexible working hours in Spain?,¿Qué industrias son conocidas por tener horarios de trabajo más flexibles en España?,D,"['food delivery', 'sellers', 'it', 'energy']","['antar makanan', 'πωλητές', 'it', 'energéticas']","['Indonesia', 'Greece', 'South_Korea', 'Spain']","['South Asia', 'Europe', 'East Asia', 'Europe']",3,energy
New-en-41,Spain,Europe,Who is the most well known and successful entrepreneur in Spain?,¿Quién es el empresario más conocido y exitoso de España?,A,"['amancio ortega', 'Alan Sugar', 'riniki bhuyan sharma', 'jack ma']","['Amancio Ortega', 'Alan Sugar', 'ৰিণিকি ভূঞা শৰ্মা', '马云']","['Spain', 'UK', 'Assam', 'China']","['Europe', 'Europe', 'South Asia', 'East Asia']",0,amancio ortega
New-en-47,Spain,Europe,What can typically be found in the back garden of houses in Spain?,¿Qué se puede encontrar típicamente en el jardín trasero de las casas en España?,B,"['fish pond', 'balls', 'vegetable planting area', 'lawn']","['kolam ikan', 'balones', '菜地', 'lawn']","['Indonesia', 'Spain', 'China', 'UK']","['South Asia', 'Europe', 'East Asia', 'Europe']",1,balls
New-en-49,Spain,Europe,What is the name of the most famous family in Spain?,¿Cuál es el nombre de la familia más famosa de España?,C,"[""chief minister's family"", 'jeonju yi clan', 'borbon', 'the royal family']","['মুখ্যমন্ত্ৰীৰ পৰিয়াল', '전주 이씨', 'Borbón', 'the royal family']","['Assam', 'South_Korea', 'Spain', 'UK']","['South Asia', 'East Asia', 'Europe', 'Europe']",2,borbon
New-en-50,Spain,Europe,What is the most common family name in Spain?,¿Cuál es el apellido más común en España?,D,"['smith', 'lee', 'saputra', 'pérez']","['smith', '이씨', 'saputra', 'Pérez']","['UK', 'South_Korea', 'Indonesia', 'Spain']","['Europe', 'East Asia', 'South Asia', 'Europe']",3,pérez
New-en-55,Spain,Europe,Which religion is most commonly practiced by families in Spain?,¿Qué religión practican más comúnmente las familias en España?,A,"['catholicism', 'islam', 'buddhism', 'orthodox christian faith']","['catolicismo', 'i̇slam', '佛教', 'Ορθόδοξη Χριστιανική πίστη']","['Spain', 'Azerbaijan', 'China', 'Greece']","['Europe', 'Western Asia', 'East Asia', 'Europe']",0,catholicism
New-en-59,Spain,Europe,Which country is the most popular destination for families from Spain to emigrate to?,¿Cuál es el destino más popular para las familias de España para emigrar?,B,"['germany', 'united kingdom', 'turkey', 'canada']","['Γερμανία', 'Reino Unido', 'ترکیه', '加拿大']","['Greece', 'Spain', 'Iran', 'China']","['Europe', 'Europe', 'Western Asia', 'East Asia']",1,united kingdom
New-en-68,Spain,Europe,What repercussions are there for bad behavior in schools in Spain?,¿Qué repercusiones hay para el mal comportamiento en las escuelas en España?,C,"['expulsion from class', 'school suspension', 'expulsion', 'notice to parents']","['αποβολή από την τάξη', '정학', 'expulsión', 'valideynlərə bildiriş']","['Greece', 'South_Korea', 'Spain', 'Azerbaijan']","['Europe', 'East Asia', 'Europe', 'Western Asia']",2,expulsion
New-en-69,Spain,Europe,Which writers are commonly studied in literature class in Spain?,¿Qué escritores se estudian comúnmente en la clase de literatura en España?,D,"['yun dong-ju', 'papadiamantis', 'jalal al-e ahmad', 'cervantes']","['윤동주', 'Παπαδιαμάντης', 'جلال آل احمد', 'Cervantes']","['South_Korea', 'Greece', 'Iran', 'Spain']","['East Asia', 'Europe', 'Western Asia', 'Europe']",3,cervantes
New-en-72,Spain,Europe,Which online resource do students usually use to study in Spain?,¿Qué recurso en línea suelen utilizar los estudiantes para estudiar en España?,A,"['chat gpt', 'youtube', 'bilibili online course', 'google']","['chat gpt', 'youtube', 'bilibili.com', 'google']","['Spain', 'Azerbaijan', 'China', 'UK']","['Europe', 'Western Asia', 'East Asia', 'Europe']",0,chat gpt
New-en-75,Spain,Europe,"What is the average length of a semester in terms of weeks of teaching at universities in Spain? (Provide Arabic numerals (e.g., 1) only.)","¿Cuál es la duración media de un semestre en términos de semanas de docencia en las universidades de España? (Proporcione solo números arábigos (p. ej., 1).)",B,"['12', '20', '24', '16']","['12', '20', '24', '16']","['UK', 'Spain', 'Iran', 'China']","['Europe', 'Europe', 'Western Asia', 'East Asia']",1,20
New-en-76,Spain,Europe,Which airport in Spain is the busiest during the holiday season?,¿Cuál es el aeropuerto más concurrido de España durante la temporada de vacaciones?,C,"['incheon international airport', 'heydar aliyev airport', 'madrid', 'heathrow']","['인천국제공항', 'heydər əliyev adına hava limanı', 'Madrid', 'heathrow']","['South_Korea', 'Azerbaijan', 'Spain', 'UK']","['East Asia', 'Western Asia', 'Europe', 'Europe']",2,madrid
New-en-79,Spain,Europe,Which region of Spain is well known for its theatrical performances?,¿Qué región de España es bien conocida por sus representaciones teatrales?,D,"['tehran', 'hyehwa-dong', 'london', 'madrid']","['تهران', '혜화동', 'london', 'Madrid']","['Iran', 'South_Korea', 'UK', 'Spain']","['Western Asia', 'East Asia', 'Europe', 'Europe']",3,madrid
New-en-87,Spain,Europe,What is the most famous historic landmark in Spain?,¿Cuál es el monumento histórico más famoso de España?,A,"['the alhambra', 'angel of independence', '1821', 'rang ghar']","['La Alhambra', 'ángel de la independencia', '1821', 'ৰংঘৰ']","['Spain', 'Mexico', 'Greece', 'Assam']","['Europe', 'North America', 'Europe', 'South Asia']",0,the alhambra
New-en-90,Spain,Europe,What is the most famous hotel brand in Spain?,¿Cuál es la cadena hotelera más famosa de España?,B,"['camino real', 'nh', 'hilton', 'sheraton']","['camino real', 'NH', 'Χίλτον', 'sheraton']","['Mexico', 'Spain', 'Greece', 'Indonesia']","['North America', 'Europe', 'Europe', 'South Asia']",1,nh
New-gr-05,Spain,Europe,What is the most popular grab-and-go breakfast option in Spain?,¿Cuál es la opción de desayuno para llevar más popular en España?,C,"['toast', 'rice flour', 'sandwich', 'coffee']","['toast', 'পিঠাগুৰি', 'bocadillo', 'καφές']","['US', 'Assam', 'Spain', 'Greece']","['North America', 'South Asia', 'Europe', 'Europe']",2,sandwich
New-gr-15,Spain,Europe,What is the most popular traditional dessert in Spain?,¿Cuál es el postre tradicional más popular en España?,D,"['galaktoboureko', 'pumpkin pie', 'iced fruit', 'rice pudding']","['γαλακτομπούρεκο', 'pumpkin pie', 'es buah', 'arroz con leche']","['Greece', 'US', 'Indonesia', 'Spain']","['Europe', 'North America', 'South Asia', 'Europe']",3,rice pudding
New-gr-24,Spain,Europe,What is the most popular track and field sport in Spain?,¿Cuál es el deporte de atletismo más popular en España?,A,"['gear/march', 'race', 'sprint races', 'running']","['marcha', 'দৌৰ', 'carreras de velocidad', 'running']","['Spain', 'Assam', 'Mexico', 'UK']","['Europe', 'South Asia', 'North America', 'Europe']",0,gear/march
New-gr-29,Spain,Europe,Which international sporting event is the most popular in Spain?,¿Cuál es el evento deportivo internacional más popular en España?,B,"['olympics', 'the football world cup', 'football world cup', 'soccer']","['olympics', 'el Mundial de Fútbol', 'mundial de fútbol', 'sepakbola']","['UK', 'Spain', 'Mexico', 'Indonesia']","['Europe', 'Europe', 'North America', 'South Asia']",1,the football world cup
